temperature,precipitation_type,precipitation_intensity,wind_speed,visibility,humidity,dew_point,road_type,segment_distance_m,label,dataset_source
18.1,rain,0.7,15.7,10.0,98.0,17.8,arterial,1000.0,0,boston_real
7.2,none,0.0,18.4,10.0,95.0,6.6,arterial,1000.0,0,boston_real
11.603,none,0.0,0.0,10.123,83.346,8.272,arterial,60469.62,0,intercity_synth
14.298,none,0.0,13.787,10.071,38.768,2.052,residential,30360.96,0,intercity_synth
11.9,none,0.0,19.9,10.0,70.0,6.5,arterial,1000.0,0,boston_real
12.1,rain,0.3,15.3,10.0,90.0,10.6,arterial,1000.0,0,boston_real
12.944,none,0.0,0.337,8.964,33.408,-0.375,highway,294735.8,0,intercity_synth
-1.3,snow,3.5,20.0,10.0,81.0,-4.1,arterial,1000.0,0,boston_real
17.2,rain,1.2,17.6,10.0,92.0,15.9,arterial,1000.0,0,boston_real
-2.2,none,0.0,33.3,10.0,38.0,-14.8,arterial,1000.0,0,boston_real
-1.4,none,0.0,22.3,10.0,34.0,-15.1,arterial,1000.0,0,boston_real
-5.7,none,0.0,10.1,10.0,39.0,-17.5,arterial,1000.0,1,boston_real
9.0,rain,1.0,32.5,10.0,99.0,8.9,arterial,1000.0,0,boston_real
7.0,none,0.0,7.8,10.0,78.0,3.4,arterial,1000.0,1,boston_real
17.4,none,0.0,12.0,10.0,66.0,11.0,arterial,1000.0,1,boston_real
-1.6,none,0.0,11.5,10.0,53.0,-10.0,arterial,1000.0,1,boston_real
17.0,rain,0.1,34.4,10.0,89.0,15.3,arterial,1000.0,0,boston_real
1.1,none,0.0,16.7,10.0,54.0,-7.3,arterial,1000.0,0,boston_real
8.3,none,0.0,28.0,10.0,46.0,-2.6,arterial,1000.0,0,boston_real
19.3,none,0.0,7.0,10.0,92.0,18.0,arterial,1000.0,0,boston_real
5.2,none,0.0,6.6,10.0,87.0,3.2,arterial,1000.0,0,boston_real
14.771,none,0.0,2.343,9.64,58.004,6.372,residential,399100.33,0,intercity_synth
3.2,none,0.0,7.7,10.0,92.0,2.0,arterial,1000.0,0,boston_real
12.382,none,0.7,14.417,8.426,72.069,6.795,residential,323730.51,1,intercity_synth
24.1,none,0.0,8.7,10.0,78.0,19.9,arterial,1000.0,0,boston_real
8.9,rain,0.5,7.9,10.0,76.0,5.0,arterial,1000.0,0,boston_real
3.5,none,0.0,21.1,10.0,46.0,-7.1,arterial,1000.0,0,boston_real
0.1,none,0.0,19.5,10.0,80.0,-3.0,arterial,1000.0,0,boston_real
14.1,none,0.0,23.9,10.0,27.0,-4.8,arterial,1000.0,0,boston_real
9.4,none,0.0,10.4,10.0,73.0,4.8,arterial,1000.0,1,boston_real
30.3,none,0.0,18.7,10.0,57.0,20.9,arterial,1000.0,0,boston_real
8.1,none,0.0,16.0,10.0,53.0,-1.0,arterial,1000.0,1,boston_real
0.2,none,0.0,7.2,10.0,90.0,-1.2,arterial,1000.0,1,boston_real
-1.4,snow,2.1,16.9,10.0,80.0,-4.3,arterial,1000.0,1,boston_real
16.5,none,0.0,12.1,10.0,97.0,16.1,arterial,1000.0,0,boston_real
-6.5,none,0.0,14.3,10.0,72.0,-10.7,arterial,1000.0,0,boston_real
-1.8,none,0.0,11.5,10.0,74.0,-5.8,arterial,1000.0,0,boston_real
23.6,none,0.0,7.6,10.0,87.0,21.4,residential,1000.0,0,boston_real
5.0,none,0.0,10.4,10.0,74.0,0.8,arterial,1000.0,1,boston_real
6.3,none,0.0,21.9,10.0,46.0,-4.6,arterial,1000.0,0,boston_real
17.5,none,0.0,21.2,10.0,64.0,10.5,arterial,1000.0,0,boston_real
19.949,none,1.045,20.238,10.415,20.0,3.949,residential,22624.33,0,intercity_synth
29.6,rain,0.1,8.7,10.0,66.0,22.7,arterial,1000.0,0,boston_real
12.9,none,0.0,27.8,10.0,58.0,4.9,arterial,1000.0,0,boston_real
15.4,none,0.0,4.6,10.0,98.0,15.1,arterial,1000.0,0,boston_real
9.804,none,0.0,4.709,10.331,72.294,4.263,arterial,467534.25,0,intercity_synth
-7.9,snow,1.4,21.5,10.0,76.0,-11.4,arterial,1000.0,0,boston_real
14.6,rain,1.2,15.4,10.0,93.0,13.4,arterial,1000.0,0,boston_real
17.283,none,0.0,1.695,12.704,99.377,17.158,residential,314902.89,0,intercity_synth
21.4,none,0.0,9.8,10.0,90.0,19.6,residential,1000.0,0,boston_real
16.253,none,0.144,21.055,11.707,20.0,0.253,highway,177387.49,0,intercity_synth
-4.7,none,0.0,14.1,10.0,82.0,-7.2,arterial,1000.0,0,boston_real
9.193,none,1.537,7.281,9.822,92.309,7.655,highway,328032.5,1,intercity_synth
4.8,none,0.0,34.0,10.0,39.0,-8.1,arterial,1000.0,1,boston_real
10.3,rain,3.0,15.7,10.0,95.0,9.6,arterial,1000.0,1,boston_real
-0.3,none,0.0,18.3,10.0,68.0,-5.6,arterial,1000.0,1,boston_real
4.4,none,0.0,18.9,10.0,80.0,1.3,arterial,1000.0,0,boston_real
9.4,none,0.0,11.0,10.0,98.0,9.1,arterial,1000.0,1,boston_real
0.0,snow,6.3,16.1,10.0,95.0,-0.8,arterial,1000.0,0,boston_real
16.5,none,0.0,5.8,10.0,96.0,15.9,arterial,1000.0,0,boston_real
6.05,none,0.0,5.344,11.002,89.982,4.046,highway,348004.8,0,intercity_synth
25.7,none,0.0,16.1,10.0,73.0,20.4,arterial,1000.0,0,boston_real
12.576,none,0.697,5.383,10.999,90.545,10.685,highway,95824.63,1,intercity_synth
31.8,none,0.0,11.6,10.0,62.0,23.5,arterial,1000.0,1,boston_real
1.0,none,0.0,7.7,10.0,75.0,-2.9,arterial,1000.0,0,boston_real
0.7,none,0.0,26.0,10.0,67.0,-4.7,arterial,1000.0,1,boston_real
14.9,none,0.0,16.3,10.0,51.0,4.8,arterial,1000.0,0,boston_real
24.2,rain,0.1,17.1,10.0,64.0,16.9,arterial,1000.0,0,boston_real
12.5,none,0.0,7.9,10.0,96.0,12.0,arterial,1000.0,0,boston_real
24.6,none,0.0,12.1,10.0,84.0,21.8,arterial,1000.0,0,boston_real
7.3,none,0.0,7.1,10.0,91.0,6.0,arterial,1000.0,0,boston_real
17.0,rain,0.1,28.4,10.0,96.0,16.5,arterial,1000.0,1,boston_real
13.6,none,0.0,8.3,10.0,77.0,9.6,arterial,1000.0,0,boston_real
-2.2,none,0.0,14.9,10.0,52.0,-10.6,arterial,1000.0,0,boston_real
16.3,none,0.0,3.3,10.0,85.0,13.8,arterial,1000.0,1,boston_real
16.8,none,0.0,15.0,10.0,70.0,11.3,arterial,1000.0,1,boston_real
-11.4,none,0.0,12.6,10.0,70.0,-15.8,arterial,1000.0,0,boston_real
27.0,none,0.0,6.5,10.0,56.0,17.4,arterial,1000.0,0,boston_real
20.6,none,0.0,23.8,10.0,91.0,19.0,arterial,1000.0,0,boston_real
17.4,rain,0.5,2.9,10.0,100.0,17.3,arterial,1000.0,0,boston_real
16.8,none,0.0,7.3,10.0,98.0,16.4,arterial,1000.0,0,boston_real
12.7,rain,1.9,12.7,10.0,96.0,12.0,arterial,1000.0,0,boston_real
14.7,none,0.0,23.8,10.0,41.0,1.7,arterial,1000.0,0,boston_real
5.7,none,0.0,19.1,10.0,44.0,-5.8,arterial,1000.0,0,boston_real
4.0,none,0.0,16.2,10.0,56.0,-4.0,arterial,1000.0,0,boston_real
9.6,none,0.0,11.3,10.0,71.0,4.7,arterial,1000.0,0,boston_real
3.063,none,1.04,0.0,8.42,73.13,-2.311,residential,144277.81,0,intercity_synth
6.9,rain,2.2,27.0,10.0,100.0,6.8,highway,1000.0,1,boston_real
20.8,none,0.0,11.5,10.0,95.0,20.0,arterial,1000.0,0,boston_real
9.5,none,0.0,6.2,10.0,93.0,8.5,arterial,1000.0,0,boston_real
5.423,none,0.997,10.768,8.521,82.261,1.875,highway,240779.96,0,intercity_synth
6.3,none,0.0,7.2,10.0,97.0,5.9,arterial,1000.0,0,boston_real
1.1,none,0.0,1.6,10.0,48.0,-8.6,arterial,1000.0,0,boston_real
-7.8,none,0.0,2.5,10.0,24.0,-25.0,arterial,1000.0,0,boston_real
15.161,none,0.0,9.563,12.37,76.078,10.376,arterial,32229.66,0,intercity_synth
22.5,none,0.0,8.9,10.0,49.0,11.2,arterial,1000.0,0,boston_real
-7.6,snow,0.7000000000000001,11.7,10.0,79.0,-10.5,arterial,1000.0,1,boston_real
0.8,none,0.0,27.9,10.0,81.0,-2.1,arterial,1000.0,1,boston_real
9.574,none,3.41,26.447,7.4,83.612,6.296,highway,275027.55,1,intercity_synth
19.0,none,0.0,12.4,10.0,55.0,9.7,arterial,1000.0,0,boston_real
20.2,none,0.0,7.2,10.0,96.0,19.5,arterial,1000.0,0,boston_real
18.2,rain,3.3,7.9,10.0,98.0,17.9,arterial,1000.0,0,boston_real
32.9,rain,0.1,23.0,10.0,47.0,20.0,arterial,1000.0,0,boston_real
4.8,none,0.0,19.0,10.0,70.0,-0.2,arterial,1000.0,0,boston_real
25.4,none,0.0,17.2,10.0,60.0,16.9,arterial,1000.0,1,boston_real
28.3,none,0.0,14.9,10.0,59.0,19.6,arterial,1000.0,0,boston_real
13.6,none,0.0,10.0,10.0,95.0,12.8,highway,1000.0,0,boston_real
7.449,none,0.0,0.0,11.43,82.857,4.02,arterial,95824.63,0,intercity_synth
-2.0,snow,2.1,12.4,10.0,86.0,-4.1,arterial,1000.0,0,boston_real
1.9,none,0.0,29.6,10.0,51.0,-7.3,arterial,1000.0,0,boston_real
-13.3,none,0.0,10.5,10.0,64.0,-18.7,arterial,1000.0,0,boston_real
12.5,none,0.0,19.0,10.0,87.0,10.4,arterial,1000.0,1,boston_real
9.9,none,0.0,23.1,10.0,95.0,9.2,arterial,1000.0,0,boston_real
10.9,none,0.0,11.9,10.0,76.0,6.8,arterial,1000.0,0,boston_real
-3.8,none,0.0,7.9,10.0,69.0,-8.6,arterial,1000.0,0,boston_real
25.3,none,0.0,6.5,10.0,56.0,15.9,arterial,1000.0,1,boston_real
23.2,none,0.0,21.6,10.0,47.0,11.4,arterial,1000.0,1,boston_real
-18.3,none,0.0,29.0,10.0,56.0,-24.9,arterial,1000.0,1,boston_real
22.4,none,0.0,7.9,10.0,55.0,12.9,arterial,1000.0,1,boston_real
6.4,rain,0.2,3.7,10.0,98.0,6.2,arterial,1000.0,0,boston_real
23.3,rain,0.3,19.8,10.0,92.0,22.0,residential,1000.0,0,boston_real
4.915,none,0.0,6.179,8.529,83.395,1.594,residential,476227.34,1,intercity_synth
30.0,none,0.0,19.4,10.0,55.0,19.9,arterial,1000.0,0,boston_real
15.9,none,0.0,22.9,10.0,59.0,7.9,arterial,1000.0,0,boston_real
7.864,none,0.0,24.08,11.201,65.272,0.918,arterial,183098.32,0,intercity_synth
18.431,none,0.795,21.974,9.914,73.286,13.089,arterial,326630.11,0,intercity_synth
15.2,none,0.0,12.3,10.0,43.0,2.7,arterial,1000.0,0,boston_real
13.4,none,0.0,11.9,10.0,63.0,6.5,arterial,1000.0,1,boston_real
23.6,none,0.0,12.9,10.0,80.0,20.0,arterial,1000.0,0,boston_real
22.0,none,0.0,10.1,10.0,70.0,16.2,arterial,1000.0,0,boston_real
5.6,rain,1.1,27.7,10.0,91.0,4.2,arterial,1000.0,0,boston_real
-0.6,none,0.0,13.8,10.0,70.0,-5.5,arterial,1000.0,0,boston_real
-1.1,none,0.0,9.7,10.0,43.0,-12.3,arterial,1000.0,1,boston_real
4.6,none,0.0,14.8,10.0,64.0,-1.5,arterial,1000.0,1,boston_real
9.178,none,0.0,8.352,10.165,77.549,4.687,arterial,200645.02,0,intercity_synth
-5.6,none,0.0,14.0,10.0,49.0,-14.5,arterial,1000.0,1,boston_real
5.797,none,0.302,10.338,10.534,67.744,-0.654,highway,57563.36,0,intercity_synth
10.9,rain,0.4,6.2,10.0,69.0,5.3,arterial,1000.0,0,boston_real
14.9,none,0.0,12.3,10.0,85.0,12.4,arterial,1000.0,0,boston_real
26.8,none,0.0,18.7,10.0,78.0,22.5,arterial,1000.0,1,boston_real
12.2,rain,0.7,24.6,10.0,95.0,11.4,arterial,1000.0,0,boston_real
31.3,rain,0.1,2.2,10.0,45.0,18.1,arterial,1000.0,1,boston_real
20.5,none,0.0,14.2,10.0,97.0,19.9,arterial,1000.0,0,boston_real
12.114,none,0.0,0.777,9.821,95.143,11.143,highway,152069.48,0,intercity_synth
21.0,none,0.0,10.3,10.0,90.0,19.4,arterial,1000.0,0,boston_real
8.694,none,1.578,16.899,8.085,20.0,-7.306,highway,426309.89,1,intercity_synth
19.1,none,0.0,17.6,10.0,63.0,12.0,arterial,1000.0,0,boston_real
-5.8,none,0.0,11.8,10.0,84.0,-8.0,arterial,1000.0,1,boston_real
3.8,none,0.0,24.2,10.0,73.0,-0.6,residential,1000.0,0,boston_real
5.4,none,0.0,18.7,10.0,46.0,-5.3,arterial,1000.0,0,boston_real
9.0,rain,0.5,14.1,10.0,92.0,7.7,arterial,1000.0,0,boston_real
19.2,none,0.0,14.3,10.0,74.0,14.5,arterial,1000.0,1,boston_real
-0.2,none,0.0,9.9,10.0,81.0,-3.0,arterial,1000.0,0,boston_real
-5.6,none,0.0,9.3,10.0,79.0,-8.6,residential,1000.0,0,boston_real
13.3,none,0.0,13.2,10.0,98.0,13.1,arterial,1000.0,0,boston_real
12.402,none,0.115,7.054,12.364,73.88,7.178,highway,229004.59,0,intercity_synth
6.3,rain,0.3,12.5,10.0,89.0,4.7,arterial,1000.0,0,boston_real
23.1,none,0.0,8.4,10.0,79.0,19.3,arterial,1000.0,0,boston_real
10.1,none,0.0,11.2,10.0,59.0,2.3,arterial,1000.0,0,boston_real
28.4,none,0.0,5.4,10.0,37.0,12.4,arterial,1000.0,0,boston_real
12.9,none,0.0,22.3,10.0,61.0,5.6,arterial,1000.0,0,boston_real
12.937,none,0.308,6.746,9.851,66.285,6.194,arterial,493837.7,1,intercity_synth
24.4,none,0.0,3.6,10.0,66.0,17.6,arterial,1000.0,0,boston_real
18.2,none,0.0,11.9,10.0,37.0,3.2,arterial,1000.0,0,boston_real
7.501,none,0.879,0.0,9.659,81.804,3.861,arterial,358979.04,1,intercity_synth
22.4,rain,0.6,13.6,10.0,97.0,21.9,arterial,1000.0,0,boston_real
-1.9,none,0.0,5.7,10.0,76.0,-5.6,arterial,1000.0,1,boston_real
9.6,rain,0.8,13.8,10.0,68.0,4.0,arterial,1000.0,1,boston_real
26.8,none,0.0,10.9,10.0,62.0,18.8,arterial,1000.0,0,boston_real
9.5,none,0.0,10.8,10.0,92.0,8.2,arterial,1000.0,0,boston_real
13.032,none,1.853,9.379,10.583,100.0,13.032,residential,299477.99,1,intercity_synth
18.4,none,0.0,8.7,10.0,56.0,9.6,arterial,1000.0,0,boston_real
1.9,none,0.0,9.9,10.0,40.0,-10.3,arterial,1000.0,0,boston_real
-3.2,none,0.0,28.4,10.0,41.0,-14.6,arterial,1000.0,0,boston_real
15.6,none,0.0,15.0,10.0,72.0,10.4,arterial,1000.0,0,boston_real
20.2,none,0.0,16.1,10.0,54.0,10.6,arterial,1000.0,0,boston_real
17.169,none,1.073,8.785,10.974,73.068,11.782,highway,7632.4,0,intercity_synth
13.268,none,0.0,3.522,9.274,80.461,9.36,highway,232042.33,0,intercity_synth
0.664,none,0.785,0.0,11.96,78.003,-3.735,arterial,178704.06,0,intercity_synth
8.752,none,0.0,9.21,8.538,43.332,-2.582,highway,196506.54,1,intercity_synth
11.774,none,0.35,0.041,8.889,98.493,11.473,highway,29655.1,1,intercity_synth
8.242,rain,1.189,9.207,12.343,92.097,6.661,highway,368467.1,0,intercity_synth
13.684,none,0.0,17.994,9.446,59.786,5.641,residential,22868.65,1,intercity_synth
32.9,none,0.0,4.2,10.0,38.0,16.9,arterial,1000.0,0,boston_real
23.6,none,0.0,16.1,10.0,93.0,22.4,arterial,1000.0,1,boston_real
4.8,none,0.0,18.4,10.0,41.0,-7.3,arterial,1000.0,0,boston_real
19.0,none,0.0,10.0,10.0,96.0,18.4,arterial,1000.0,1,boston_real
14.1,none,0.0,6.0,10.0,75.0,9.6,arterial,1000.0,0,boston_real
13.1,none,0.0,6.1,10.0,63.0,6.2,arterial,1000.0,0,boston_real
18.4,none,0.0,16.3,10.0,57.0,9.8,arterial,1000.0,1,boston_real
0.9,none,0.0,15.9,10.0,64.0,-5.2,arterial,1000.0,0,boston_real
11.5,none,0.0,11.6,10.0,88.0,9.5,arterial,1000.0,1,boston_real
-3.0,snow,26.6,29.5,10.0,87.0,-4.9,arterial,1000.0,0,boston_real
3.9,rain,0.4,21.7,10.0,88.0,2.0,arterial,1000.0,0,boston_real
2.6,none,0.0,10.4,10.0,60.0,-4.5,arterial,1000.0,0,boston_real
0.1,none,0.0,14.4,10.0,75.0,-3.8,residential,1000.0,0,boston_real
18.253,none,0.0,2.682,7.522,79.279,14.108,highway,320633.78,0,intercity_synth
20.4,rain,1.2,7.1,10.0,100.0,20.4,arterial,1000.0,0,boston_real
15.8,rain,0.4,16.3,10.0,93.0,14.6,arterial,1000.0,1,boston_real
-3.7,none,0.0,12.1,10.0,59.0,-10.6,arterial,1000.0,0,boston_real
13.7,rain,0.8,26.0,10.0,94.0,12.8,arterial,1000.0,0,boston_real
12.404,none,0.0,22.81,12.549,66.752,5.755,residential,294022.32,1,intercity_synth
4.8,none,0.0,20.0,10.0,93.0,3.8,arterial,1000.0,0,boston_real
18.5,none,0.0,16.5,10.0,58.0,10.1,arterial,1000.0,0,boston_real
6.2,rain,1.7,7.9,10.0,98.0,5.9,arterial,1000.0,0,boston_real
22.2,none,0.0,6.9,10.0,98.0,22.0,arterial,1000.0,0,boston_real
14.4,none,0.0,15.0,10.0,71.0,9.3,arterial,1000.0,0,boston_real
8.7,none,0.0,4.2,10.0,65.0,2.4,arterial,1000.0,0,boston_real
3.1,none,0.0,28.0,10.0,60.0,-4.0,arterial,1000.0,0,boston_real
0.5,none,0.0,8.0,10.0,94.0,-0.4,arterial,1000.0,0,boston_real
-6.3,none,0.0,6.2,10.0,59.0,-13.0,arterial,1000.0,0,boston_real
20.5,none,0.0,9.1,10.0,98.0,20.1,arterial,1000.0,0,boston_real
9.263,none,0.0,0.0,8.914,68.009,2.865,highway,19724.6,1,intercity_synth
16.3,none,0.0,6.5,10.0,89.0,14.6,arterial,1000.0,0,boston_real
21.0,none,0.0,8.5,10.0,97.0,20.5,arterial,1000.0,0,boston_real
22.5,none,0.0,12.1,10.0,72.0,17.2,arterial,1000.0,0,boston_real
23.0,none,0.0,4.3,10.0,77.0,18.8,arterial,1000.0,0,boston_real
7.1,none,0.0,17.9,10.0,43.0,-4.8,arterial,1000.0,0,boston_real
0.2,none,0.0,17.8,10.0,84.0,-2.1,arterial,1000.0,0,boston_real
-7.7,none,0.0,8.6,10.0,82.0,-10.2,arterial,1000.0,0,boston_real
1.5,none,0.0,32.8,10.0,25.0,-16.5,arterial,1000.0,0,boston_real
1.9,none,0.0,6.5,10.0,68.0,-3.4,arterial,1000.0,0,boston_real
3.3,none,0.0,10.2,10.0,97.0,2.9,arterial,1000.0,0,boston_real
-9.4,none,0.0,11.8,10.0,62.0,-15.3,arterial,1000.0,0,boston_real
22.5,none,0.0,3.8,10.0,47.0,10.6,arterial,1000.0,0,boston_real
17.5,none,0.0,4.8,10.0,99.0,17.4,arterial,1000.0,0,boston_real
6.5,none,0.0,12.5,10.0,29.0,-10.4,arterial,1000.0,0,boston_real
17.4,rain,1.6,14.3,10.0,99.0,17.2,highway,1000.0,1,boston_real
22.0,none,0.0,9.0,10.0,92.0,20.7,arterial,1000.0,1,boston_real
15.661,snow,0.0,20.282,10.669,73.361,10.333,arterial,28832.96,1,intercity_synth
16.6,none,0.0,7.4,10.0,79.0,12.9,arterial,1000.0,0,boston_real
-2.221,none,0.49,18.323,10.173,100.0,-2.221,residential,308935.11,1,intercity_synth
6.8,none,0.0,26.7,10.0,50.0,-3.0,arterial,1000.0,0,boston_real
29.1,none,0.0,11.5,10.0,59.0,20.2,residential,1000.0,0,boston_real
5.565,none,0.0,21.157,11.898,70.194,-0.396,residential,247349.37,1,intercity_synth
0.003,none,0.0,29.727,10.075,85.282,-2.941,arterial,721121.03,1,intercity_synth
8.1,none,0.0,15.2,10.0,52.0,-1.3,arterial,1000.0,1,boston_real
6.7,none,0.0,9.8,10.0,54.0,-2.0,arterial,1000.0,0,boston_real
1.9,snow,8.4,35.2,10.0,98.0,1.6,arterial,1000.0,1,boston_real
-18.8,none,0.0,23.2,10.0,62.0,-24.4,residential,1000.0,0,boston_real
20.3,none,0.0,15.1,10.0,87.0,18.1,arterial,1000.0,1,boston_real
16.9,none,0.0,9.7,10.0,84.0,14.1,arterial,1000.0,0,boston_real
13.4,none,0.0,16.8,10.0,63.0,6.6,arterial,1000.0,1,boston_real
15.271,none,0.0,8.293,10.761,78.643,10.999,residential,359310.78,0,intercity_synth
4.7,none,0.0,24.6,10.0,47.0,-5.6,arterial,1000.0,0,boston_real
-0.6,none,0.0,14.4,10.0,53.0,-9.0,arterial,1000.0,0,boston_real
11.942,none,0.807,0.0,8.588,87.755,9.493,highway,463191.52,0,intercity_synth
15.243,none,0.0,0.0,7.894,20.0,-0.757,residential,319769.14,0,intercity_synth
33.0,none,0.0,16.2,10.0,55.0,22.8,arterial,1000.0,0,boston_real
7.795,none,0.794,0.0,10.628,73.995,2.594,residential,191.46,0,intercity_synth
2.4,none,0.0,14.2,10.0,78.0,-1.1,arterial,1000.0,1,boston_real
26.6,none,0.0,10.9,10.0,80.0,23.0,residential,1000.0,0,boston_real
9.6,none,0.0,14.0,10.0,75.0,5.2,arterial,1000.0,0,boston_real
4.3,rain,2.6,22.7,10.0,88.0,2.5,arterial,1000.0,0,boston_real
14.396,rain,0.0,12.196,10.315,80.143,10.425,highway,338672.17,1,intercity_synth
13.5,rain,0.1,16.9,10.0,86.0,11.2,arterial,1000.0,0,boston_real
11.4,none,0.0,9.2,10.0,61.0,4.2,arterial,1000.0,1,boston_real
11.8,none,0.0,27.8,10.0,45.0,0.3,arterial,1000.0,0,boston_real
10.499,none,0.286,7.853,12.166,98.434,10.186,highway,175219.13,1,intercity_synth
21.6,none,0.0,14.9,10.0,93.0,20.4,arterial,1000.0,0,boston_real
5.9,none,0.0,21.1,10.0,66.0,0.1,arterial,1000.0,0,boston_real
9.673,none,0.057,26.11,8.252,71.288,3.931,highway,71732.14,1,intercity_synth
23.1,none,0.0,13.0,10.0,34.0,6.5,arterial,1000.0,1,boston_real
9.1,none,0.0,9.7,10.0,82.0,6.2,arterial,1000.0,1,boston_real
16.8,none,0.0,3.3,10.0,78.0,12.8,arterial,1000.0,1,boston_real
5.2,none,0.0,15.8,10.0,75.0,1.1,arterial,1000.0,0,boston_real
21.1,none,0.0,10.9,10.0,86.0,18.7,arterial,1000.0,0,boston_real
20.081,none,0.0,16.672,7.706,20.0,4.081,arterial,35874.47,0,intercity_synth
11.1,rain,1.1,15.6,10.0,98.0,10.8,arterial,1000.0,0,boston_real
9.1,none,0.0,5.3,10.0,67.0,3.3,arterial,1000.0,0,boston_real
23.7,none,0.0,15.2,10.0,41.0,9.8,highway,1000.0,0,boston_real
6.129,none,0.0,0.0,8.648,84.419,3.012,arterial,59661.46,1,intercity_synth
13.606,none,0.434,6.723,11.354,54.326,4.472,residential,384331.21,1,intercity_synth
10.6,none,0.0,23.6,10.0,65.0,4.3,arterial,1000.0,0,boston_real
17.5,rain,0.9,17.2,10.0,97.0,16.9,arterial,1000.0,0,boston_real
6.2,none,0.0,14.2,10.0,69.0,0.9,residential,1000.0,0,boston_real
0.6,none,0.0,17.1,10.0,58.0,-6.8,arterial,1000.0,0,boston_real
9.8,none,0.0,10.4,10.0,55.0,1.1,arterial,1000.0,0,boston_real
14.2,rain,0.1,8.8,10.0,96.0,13.6,arterial,1000.0,0,boston_real
11.4,none,0.0,3.2,10.0,92.0,10.1,arterial,1000.0,1,boston_real
14.591,none,0.0,11.402,8.567,90.979,12.787,residential,8.53,0,intercity_synth
19.0,none,0.0,12.6,10.0,61.0,11.4,arterial,1000.0,0,boston_real
-11.1,none,0.0,11.2,10.0,76.0,-14.5,arterial,1000.0,0,boston_real
6.6,none,0.0,14.3,10.0,65.0,0.4,arterial,1000.0,1,boston_real
2.8,rain,0.7,19.7,10.0,98.0,2.5,arterial,1000.0,0,boston_real
1.142,none,0.0,9.613,10.122,68.5,-5.158,highway,511678.7,1,intercity_synth
8.1,none,0.0,10.7,10.0,90.0,6.6,arterial,1000.0,0,boston_real
8.9,none,0.0,23.5,10.0,46.0,-2.2,arterial,1000.0,1,boston_real
15.968,none,0.0,9.486,8.315,74.804,10.929,highway,8683.36,0,intercity_synth
26.3,none,0.0,9.3,10.0,84.0,23.4,arterial,1000.0,0,boston_real
4.7,none,0.0,7.9,10.0,74.0,0.4,arterial,1000.0,1,boston_real
30.6,rain,0.3,23.4,10.0,59.0,21.8,arterial,1000.0,1,boston_real
10.9,none,0.0,5.9,10.0,63.0,4.0,arterial,1000.0,0,boston_real
26.5,none,0.0,14.3,10.0,41.0,12.4,arterial,1000.0,1,boston_real
1.73,none,0.0,0.0,9.39,60.482,-6.174,arterial,119707.46,0,intercity_synth
13.91,none,0.593,13.336,11.901,63.835,6.677,residential,401245.99,0,intercity_synth
17.5,none,0.0,7.0,10.0,88.0,15.4,arterial,1000.0,0,boston_real
11.71,none,0.135,11.535,10.947,86.803,9.071,residential,91475.03,0,intercity_synth
22.016,none,0.0,23.656,10.819,20.0,6.016,residential,22624.33,0,intercity_synth
-13.6,none,0.0,10.1,10.0,65.0,-18.8,arterial,1000.0,0,boston_real
2.0,none,0.0,14.5,10.0,51.0,-7.1,arterial,1000.0,0,boston_real
15.808,none,0.0,4.547,11.488,25.677,0.943,residential,302474.95,0,intercity_synth
5.4,none,0.0,11.9,10.0,89.0,3.7,arterial,1000.0,0,boston_real
16.301,none,0.0,31.13,9.153,100.0,16.301,arterial,360824.2,0,intercity_synth
2.4,none,0.0,11.6,10.0,85.0,0.1,residential,1000.0,0,boston_real
12.4,none,0.0,20.9,10.0,93.0,11.2,highway,1000.0,0,boston_real
17.036,none,0.0,27.669,7.791,97.72,16.58,highway,209675.63,0,intercity_synth
11.6,none,0.0,24.2,10.0,35.0,-3.3,arterial,1000.0,0,boston_real
25.6,none,0.0,11.3,10.0,89.0,23.8,arterial,1000.0,0,boston_real
10.905,none,0.0,22.179,12.451,44.926,-0.11,arterial,257836.92,0,intercity_synth
6.2,rain,6.6,11.6,10.0,100.0,6.2,arterial,1000.0,0,boston_real
16.0,none,0.0,26.8,10.0,61.0,8.6,arterial,1000.0,0,boston_real
27.8,rain,2.6,15.5,10.0,73.0,22.4,arterial,1000.0,1,boston_real
22.8,none,0.0,9.8,10.0,75.0,18.1,arterial,1000.0,0,boston_real
27.2,none,0.0,8.3,10.0,44.0,13.9,arterial,1000.0,0,boston_real
13.912,rain,0.0,10.627,9.138,75.595,9.031,arterial,367111.75,0,intercity_synth
-5.0,none,0.0,10.9,10.0,66.0,-10.4,arterial,1000.0,0,boston_real
16.4,none,0.0,25.2,10.0,70.0,10.9,arterial,1000.0,1,boston_real
11.905,none,0.906,0.0,11.54,54.837,2.872,residential,13629.32,0,intercity_synth
25.8,rain,0.1,25.8,10.0,76.0,21.3,arterial,1000.0,0,boston_real
5.0,none,0.0,5.9,10.0,59.0,-2.3,residential,1000.0,1,boston_real
8.8,none,0.0,17.1,10.0,66.0,2.8,arterial,1000.0,0,boston_real
20.1,none,0.0,0.0,12.924,20.0,4.1,residential,211834.42,1,intercity_synth
1.8,snow,2.8000000000000003,6.5,10.0,99.0,1.6,arterial,1000.0,1,boston_real
2.7,none,0.0,10.5,10.0,64.0,-3.4,arterial,1000.0,1,boston_real
